YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,CONFIRMED_UNITS,GRAFFITI,SCORE,AGE
2023,1930,PRIVATE,17,3,84,93
2023,1952,PRIVATE,87,3,95,71
2023,1941,TCHC,36,3,79,82
2023,1980,PRIVATE,146,2,92,43
2023,1955,PRIVATE,33,3,87,68
2023,1958,PRIVATE,11,3,74,65
2023,1960,PRIVATE,38,3,73,63
2023,1981,TCHC,300,3,91,42
2023,1959,PRIVATE,78,3,89,64
2023,1975,PRIVATE,25,3,95,48
2023,1950,PRIVATE,34,2,74,73
2023,1953,PRIVATE,49,3,95,70
2023,1960,PRIVATE,52,3,94,63
2023,1962,PRIVATE,29,3,95,61
2023,1970,PRIVATE,223,2,86,53
2023,1966,PRIVATE,107,3,97,57
2023,1967,PRIVATE,65,3,90,56
2023,1982,SOCIAL HOUSING,18,3,94,41
2023,1957,PRIVATE,59,3,89,66
2023,1968,PRIVATE,32,3,82,55
2023,1967,PRIVATE,229,3,96,56
2023,1985,TCHC,53,3,97,38
2023,1959,PRIVATE,20,3,76,64
2023,1968,PRIVATE,267,3,77,55
2023,1971,PRIVATE,419,3,91,52
2023,1969,TCHC,36,3,89,54
2023,1970,PRIVATE,65,3,91,53
2023,2020,PRIVATE,315,3,100,3
2023,1964,PRIVATE,109,3,77,59
2023,1964,PRIVATE,188,3,98,59
2023,1970,PRIVATE,491,2,90,53
2023,1947,PRIVATE,34,3,70,76
2023,1972,PRIVATE,227,3,95,51
2023,1969,PRIVATE,250,3,95,54
2023,1961,PRIVATE,15,3,99,62
2023,1966,PRIVATE,134,2,98,57
2023,1966,PRIVATE,163,3,89,57
2023,1963,PRIVATE,97,3,93,60
2023,1963,PRIVATE,97,3,94,60
2023,1974,PRIVATE,152,3,93,49
2023,1971,PRIVATE,140,3,79,52
2023,1967,PRIVATE,25,3,91,56
2023,1970,PRIVATE,154,3,89,53
2023,1968,PRIVATE,159,3,88,55
2023,1970,TCHC,221,3,96,53
2023,1996,SOCIAL HOUSING,175,3,97,27
2023,1960,PRIVATE,33,3,91,63
2023,1952,PRIVATE,66,3,89,71
2023,1973,TCHC,16,3,82,50
2023,1973,TCHC,16,2,86,50
2023,1973,TCHC,16,3,81,50
2023,1973,TCHC,16,3,83,50
2023,1958,PRIVATE,11,3,94,65
2023,1957,PRIVATE,23,3,85,66
2023,1955,PRIVATE,25,3,88,68
2023,1979,TCHC,275,3,91,44
2023,1975,SOCIAL HOUSING,297,3,82,48
2023,1969,PRIVATE,170,1,82,54
2023,1983,SOCIAL HOUSING,141,3,82,40
2023,1987,SOCIAL HOUSING,123,3,87,36
2023,2008,TCHC,15,3,74,15
2023,1972,PRIVATE,258,3,78,51
2023,1959,PRIVATE,115,3,77,64
2023,1959,PRIVATE,117,3,82,64
2023,1962,PRIVATE,112,3,92,61
2023,1993,SOCIAL HOUSING,166,2,83,30
2023,1962,TCHC,115,3,92,61
2023,1964,TCHC,168,2,96,59
2023,1970,PRIVATE,221,3,96,53
2023,1957,TCHC,31,3,81,66
2023,1957,TCHC,31,3,78,66
2023,1957,TCHC,31,3,80,66
2023,1957,TCHC,30,3,79,66
2023,1957,TCHC,31,3,90,66
2023,1992,SOCIAL HOUSING,41,3,83,31
2023,1952,PRIVATE,12,3,76,71
2023,1960,PRIVATE,13,3,84,63
2023,1966,PRIVATE,96,3,93,57
2023,1976,PRIVATE,366,2,85,47
2023,1975,PRIVATE,277,3,95,48
2023,1965,PRIVATE,287,3,91,58
2023,1956,PRIVATE,29,2,77,67
2023,1955,PRIVATE,15,3,88,68
2023,1950,PRIVATE,26,3,95,73
2023,1960,PRIVATE,28,3,87,63
2023,1959,PRIVATE,41,3,92,64
2023,1973,PRIVATE,370,3,88,50
2023,1972,PRIVATE,370,3,76,51
2023,1957,PRIVATE,12,3,83,66
2023,1958,PRIVATE,10,3,91,65
2023,1962,PRIVATE,30,3,91,61
2023,1982,TCHC,61,3,96,41
2023,1993,SOCIAL HOUSING,248,3,92,30
2023,1994,SOCIAL HOUSING,60,3,95,29
2023,1958,PRIVATE,27,3,91,65
2023,1964,PRIVATE,213,2,92,59
2023,1961,PRIVATE,81,3,100,62
2023,1961,PRIVATE,94,3,100,62
2023,1965,PRIVATE,152,3,86,58
2023,1950,PRIVATE,24,3,99,73
2023,1970,PRIVATE,96,3,90,53
2023,1966,PRIVATE,284,3,65,57
2023,1975,PRIVATE,12,3,93,48
2023,1975,PRIVATE,12,3,92,48
2023,1975,PRIVATE,12,3,94,48
2023,1975,PRIVATE,12,3,93,48
2023,1975,PRIVATE,12,3,96,48
2023,1975,PRIVATE,12,3,88,48
2023,1975,PRIVATE,12,3,88,48
2023,1986,TCHC,132,2,77,37
2023,2007,PRIVATE,188,3,96,16
2023,1930,PRIVATE,22,2,72,93
2023,1991,SOCIAL HOUSING,26,1,84,32
2023,1891,SOCIAL HOUSING,16,3,92,132
2023,1950,SOCIAL HOUSING,28,1,85,73
2023,1994,SOCIAL HOUSING,45,2,96,29
2023,1965,PRIVATE,12,1,56,58
2023,1958,PRIVATE,66,3,85,65
2023,1967,TCHC,38,0,37,56
2023,1954,PRIVATE,11,3,91,69
2023,2018,PRIVATE,595,3,97,5
2023,2020,PRIVATE,275,3,98,3
2023,1930,PRIVATE,15,3,93,93
2023,1960,PRIVATE,23,3,80,63
2023,1954,PRIVATE,192,3,89,69
2023,1970,TCHC,22,3,93,53
2023,1980,TCHC,22,3,94,43
2023,1980,TCHC,22,3,95,43
2023,1911,PRIVATE,27,3,87,112
2023,1934,PRIVATE,49,3,89,89
2023,1954,PRIVATE,71,3,82,69
2023,1971,PRIVATE,11,3,86,52
2023,1971,PRIVATE,11,3,81,52
2023,1971,PRIVATE,11,3,83,52
2023,1962,PRIVATE,42,3,82,61
2023,1962,PRIVATE,58,2,80,61
2023,1950,PRIVATE,11,3,96,73
2023,1973,PRIVATE,233,3,88,50
2023,1955,PRIVATE,57,2,77,68
2023,2021,PRIVATE,231,3,100,2
2023,1940,PRIVATE,27,3,90,83
2023,1955,PRIVATE,30,3,92,68
2023,1975,TCHC,293,3,96,48
2023,1959,PRIVATE,12,3,94,64
2023,1927,PRIVATE,11,3,58,96
2023,1925,PRIVATE,11,3,54,98
2023,1969,PRIVATE,163,3,92,54
2023,1959,PRIVATE,59,3,87,64
2023,2019,PRIVATE,115,3,94,4
2023,1900,SOCIAL HOUSING,76,3,88,123
2023,1984,TCHC,44,3,99,39
2023,1993,SOCIAL HOUSING,177,3,94,30
2023,1990,SOCIAL HOUSING,25,3,67,33
2023,1925,PRIVATE,30,3,76,98
2023,1923,PRIVATE,16,3,87,100
2023,1965,PRIVATE,21,3,71,58
2023,1905,PRIVATE,16,2,81,118
2023,1925,PRIVATE,24,3,89,98
2023,1930,PRIVATE,27,3,72,93
2023,1920,PRIVATE,24,3,70,103
2023,1920,PRIVATE,32,2,89,103
2023,1920,PRIVATE,21,3,80,103
2023,1932,PRIVATE,21,3,94,91
2023,1937,PRIVATE,13,3,93,86
2023,1957,PRIVATE,17,3,82,66
2023,1970,PRIVATE,24,3,97,53
2023,1920,PRIVATE,29,3,65,103
2023,1920,PRIVATE,29,3,74,103
2023,2022,PRIVATE,349,3,97,1
2023,2008,PRIVATE,72,3,96,15
2023,1955,PRIVATE,104,3,99,68
2023,1996,SOCIAL HOUSING,80,3,89,27
2023,1957,TCHC,30,3,85,66
2023,1969,PRIVATE,100,3,94,54
2023,1969,PRIVATE,129,3,97,54
2023,1970,PRIVATE,525,3,95,53
2023,1973,PRIVATE,141,3,95,50
2023,1965,PRIVATE,214,3,91,58
2023,1967,PRIVATE,231,3,72,56
2023,1951,PRIVATE,12,3,89,72
2023,1992,SOCIAL HOUSING,111,3,87,31
2023,2006,TCHC,54,3,83,17
2023,1961,TCHC,25,3,96,62
2023,1950,SOCIAL HOUSING,25,3,89,73
2023,1953,PRIVATE,14,3,86,70
2023,1957,PRIVATE,52,3,96,66
2023,1960,PRIVATE,45,3,86,63
2023,1958,PRIVATE,50,3,95,65
2023,1958,PRIVATE,50,3,94,65
2023,1957,PRIVATE,23,3,87,66
2023,1957,PRIVATE,21,3,91,66
2023,1963,PRIVATE,113,3,96,60
2023,1962,PRIVATE,111,3,96,61
2023,1962,PRIVATE,101,3,99,61
2023,1960,PRIVATE,39,3,78,63
2023,1964,PRIVATE,128,3,96,59
2023,1973,PRIVATE,129,3,98,50
2023,1964,PRIVATE,228,3,89,59
2023,1970,PRIVATE,224,3,88,53
2023,2015,PRIVATE,221,3,99,8
2023,1967,PRIVATE,38,3,84,56
2023,1940,PRIVATE,30,3,89,83
2023,1914,PRIVATE,13,3,79,109
2023,1918,PRIVATE,16,3,90,105
2023,1930,PRIVATE,15,3,89,93
2023,1960,PRIVATE,39,3,84,63
2023,1964,PRIVATE,239,3,91,59
2023,1945,PRIVATE,26,3,66,78
2023,1956,PRIVATE,25,3,89,67
2023,1955,PRIVATE,99,3,93,68
2023,1969,PRIVATE,245,3,91,54
2023,1954,PRIVATE,21,3,96,69
2023,1965,PRIVATE,104,3,87,58
2023,1959,PRIVATE,87,3,90,64
2023,1988,SOCIAL HOUSING,125,3,94,35
2023,1953,PRIVATE,52,3,90,70
2023,1960,PRIVATE,39,3,92,63
2023,1965,PRIVATE,26,2,84,58
2023,1959,PRIVATE,39,3,80,64
2023,1955,PRIVATE,36,3,95,68
2023,1974,TCHC,253,3,86,49
2023,1960,PRIVATE,62,3,96,63
2023,1972,PRIVATE,110,3,97,51
2023,1969,PRIVATE,72,2,71,54
2023,2005,PRIVATE,89,3,96,18
2023,1955,PRIVATE,11,3,90,68
2023,1955,PRIVATE,11,2,89,68
2023,1955,PRIVATE,11,3,84,68
2023,1956,PRIVATE,11,3,82,67
2023,1949,PRIVATE,11,3,82,74
2023,1949,PRIVATE,11,3,88,74
2023,1951,PRIVATE,11,2,83,72
2023,1955,PRIVATE,11,3,89,68
2023,1954,PRIVATE,11,3,72,69
2023,1954,PRIVATE,11,3,84,69
2023,1966,PRIVATE,243,3,81,57
2023,1957,PRIVATE,60,3,88,66
2023,1951,PRIVATE,72,3,98,72
2023,1960,PRIVATE,60,3,90,63
2023,1963,PRIVATE,122,3,95,60
2023,1963,PRIVATE,90,3,95,60
2023,1964,PRIVATE,162,3,98,59
2023,1962,PRIVATE,72,3,87,61
2023,1968,PRIVATE,189,3,95,55
2023,1986,PRIVATE,107,3,96,37
2023,1967,PRIVATE,28,2,83,56
2023,1975,PRIVATE,36,3,87,48
2023,1955,PRIVATE,29,3,91,68
2023,1955,PRIVATE,22,3,96,68
2023,1968,PRIVATE,226,3,92,55
2023,1957,PRIVATE,18,3,92,66
2023,1954,PRIVATE,32,2,93,69
2023,1964,TCHC,299,1,92,59
2023,1964,TCHC,300,3,79,59
2023,1978,PRIVATE,153,2,84,45
2023,1952,PRIVATE,12,3,85,71
2023,2019,PRIVATE,301,3,92,4
2023,1984,SOCIAL HOUSING,128,3,98,39
2023,1959,PRIVATE,62,2,85,64
2023,1905,PRIVATE,24,2,77,118
2023,2007,PRIVATE,55,3,92,16
2023,1965,PRIVATE,75,3,87,58
2023,1969,PRIVATE,216,0,84,54
2023,1931,PRIVATE,31,3,80,92
2023,1935,PRIVATE,32,3,85,88
2023,1962,PRIVATE,24,3,83,61
2023,1960,PRIVATE,80,3,88,63
2023,1962,PRIVATE,56,3,86,61
2023,1939,PRIVATE,19,3,90,84
2023,1962,PRIVATE,41,3,82,61
2023,1965,PRIVATE,122,1,83,58
2023,1959,PRIVATE,20,2,86,64
2023,1967,PRIVATE,185,3,97,56
2023,1955,PRIVATE,36,0,42,68
2023,1960,PRIVATE,31,3,73,63
2023,1955,PRIVATE,34,3,95,68
2023,1960,PRIVATE,12,3,97,63
2023,1950,PRIVATE,31,3,79,73
2023,1956,PRIVATE,15,3,80,67
2023,2009,TCHC,159,3,91,14
2023,1956,PRIVATE,11,3,95,67
2023,1950,PRIVATE,26,3,90,73
2023,1979,PRIVATE,238,1,90,44
2023,1979,PRIVATE,238,3,89,44
2023,1953,PRIVATE,26,3,91,70
2023,1960,PRIVATE,28,3,96,63
2023,1960,PRIVATE,36,3,87,63
2023,1982,TCHC,251,3,91,41
2023,1969,PRIVATE,129,3,98,54
2023,1971,TCHC,14,3,84,52
2023,1995,SOCIAL HOUSING,17,3,82,28
2023,1961,TCHC,25,1,81,62
2023,1955,PRIVATE,23,3,85,68
2023,1971,PRIVATE,303,3,88,52
2023,1959,PRIVATE,99,3,96,64
2023,1959,PRIVATE,71,3,98,64
2023,2018,PRIVATE,503,3,100,5
2023,1970,PRIVATE,53,3,83,53
2023,1970,PRIVATE,370,2,90,53
2023,2005,SOCIAL HOUSING,92,3,98,18
2023,1960,PRIVATE,78,3,87,63
2023,1962,PRIVATE,78,3,90,61
2023,1968,PRIVATE,139,3,94,55
2023,1967,PRIVATE,180,2,90,56
2023,1960,PRIVATE,74,3,93,63
2023,1970,PRIVATE,128,1,87,53
2023,1958,PRIVATE,35,3,94,65
2023,1969,PRIVATE,149,3,92,54
2023,2010,PRIVATE,74,3,96,13
2023,1968,PRIVATE,52,3,86,55
2023,1969,PRIVATE,37,3,70,54
2023,1975,TCHC,300,3,94,48
2023,1966,PRIVATE,112,3,88,57
2023,1961,PRIVATE,144,3,94,62
2023,1950,PRIVATE,16,3,81,73
2023,1960,PRIVATE,40,3,93,63
2023,1967,PRIVATE,204,3,93,56
2023,1973,TCHC,301,3,92,50
2023,1978,TCHC,174,2,83,45
2023,1988,SOCIAL HOUSING,60,2,86,35
2023,1975,TCHC,200,3,92,48
2023,1955,PRIVATE,23,3,97,68
2023,1838,PRIVATE,12,3,89,185
2023,1931,PRIVATE,38,2,87,92
2023,1960,PRIVATE,67,3,100,63
2023,1934,PRIVATE,48,3,100,89
2023,1977,PRIVATE,300,3,91,46
2023,1978,PRIVATE,514,3,82,45
2023,1950,PRIVATE,34,3,87,73
2023,1930,PRIVATE,23,2,91,93
2023,1930,PRIVATE,26,3,88,93
2023,1930,PRIVATE,27,3,85,93
2023,1940,PRIVATE,17,3,80,83
2023,1965,PRIVATE,18,3,91,58
2023,1969,TCHC,323,3,94,54
2023,1920,PRIVATE,16,3,75,103
2023,1954,PRIVATE,30,3,95,69
2023,1932,PRIVATE,16,3,86,91
2023,1954,PRIVATE,16,3,93,69
2023,1954,PRIVATE,15,3,95,69
2023,1954,PRIVATE,15,3,95,69
2023,1910,SOCIAL HOUSING,23,2,78,113
2023,1912,PRIVATE,38,1,77,111
2023,1900,PRIVATE,74,2,77,123
2023,1994,TCHC,204,1,84,29
2023,1930,PRIVATE,16,3,90,93
2023,1930,PRIVATE,12,3,87,93
2023,1960,PRIVATE,61,3,85,63
2023,1928,PRIVATE,32,1,69,95
2023,1967,PRIVATE,230,3,86,56
2023,1965,PRIVATE,34,3,93,58
2023,1967,PRIVATE,175,2,85,56
2023,1957,PRIVATE,12,3,81,66
2023,1957,PRIVATE,12,3,82,66
2023,1994,TCHC,95,3,92,29
2023,1992,TCHC,176,1,94,31
2023,1950,PRIVATE,28,3,88,73
2023,1955,PRIVATE,26,3,96,68
2023,1959,PRIVATE,28,3,85,64
2023,1959,PRIVATE,36,3,90,64
2023,1968,PRIVATE,178,3,93,55
2023,1962,PRIVATE,114,3,94,61
2023,1966,PRIVATE,188,3,85,57
2023,1979,PRIVATE,200,3,93,44
2023,1927,PRIVATE,15,3,88,96
2023,1925,PRIVATE,14,3,88,98
2023,1927,PRIVATE,19,2,91,96
2023,1923,PRIVATE,32,3,75,100
2023,1963,PRIVATE,49,3,87,60
2023,1957,PRIVATE,26,3,90,66
2023,1993,TCHC,51,3,74,30
2023,1969,TCHC,183,2,73,54
2023,1965,PRIVATE,92,3,79,58
2023,1967,PRIVATE,142,3,94,56
2023,1973,PRIVATE,540,3,98,50
2023,1974,PRIVATE,416,3,93,49
2023,1979,TCHC,350,3,86,44
2023,1974,PRIVATE,310,3,85,49
2023,1948,PRIVATE,26,2,78,75
2023,1989,TCHC,12,3,97,34
2023,1890,PRIVATE,11,3,77,133
2023,1907,PRIVATE,17,3,90,116
2023,2019,PRIVATE,82,3,99,4
2023,1969,PRIVATE,128,2,85,54
2023,1971,PRIVATE,324,3,84,52
2023,1923,PRIVATE,37,3,99,100
2023,1920,PRIVATE,27,3,97,103
2023,1909,PRIVATE,27,3,97,114
2023,1927,PRIVATE,45,3,95,96
2023,1928,PRIVATE,47,3,96,95
2023,1965,PRIVATE,102,3,98,58
2023,1928,PRIVATE,24,3,89,95
2023,1962,PRIVATE,34,3,86,61
2023,1968,PRIVATE,193,3,94,55
2023,1977,PRIVATE,254,2,84,46
2023,1970,PRIVATE,160,3,93,53
2023,1967,PRIVATE,295,3,91,56
2023,1965,PRIVATE,152,3,92,58
2023,1965,PRIVATE,118,3,94,58
2023,1960,PRIVATE,59,3,97,63
2023,1955,PRIVATE,58,3,65,68
2023,1960,PRIVATE,110,3,85,63
2023,1967,PRIVATE,315,3,91,56
2023,1965,PRIVATE,24,3,79,58
2023,1960,PRIVATE,92,3,92,63
2023,1971,PRIVATE,88,3,93,52
2023,1981,SOCIAL HOUSING,53,3,96,42
2023,2008,TCHC,56,3,98,15
2023,1965,PRIVATE,30,3,85,58
2023,1940,PRIVATE,33,3,91,83
2023,1962,PRIVATE,138,3,96,61
2023,1978,PRIVATE,36,3,78,45
2023,1900,PRIVATE,20,3,83,123
2023,1960,PRIVATE,43,3,91,63
2023,1991,TCHC,139,2,91,32
2023,1965,PRIVATE,207,3,99,58
2023,1993,SOCIAL HOUSING,130,3,95,30
2023,1960,TCHC,42,3,81,63
2023,1999,PRIVATE,38,3,96,24
2023,1962,PRIVATE,47,3,87,61
2023,1959,PRIVATE,87,3,95,64
2023,1959,PRIVATE,87,3,96,64
2023,1965,PRIVATE,115,3,92,58
2023,2005,SOCIAL HOUSING,30,3,95,18
2023,1960,PRIVATE,77,2,81,63
2023,1955,PRIVATE,82,3,94,68
2023,1960,PRIVATE,76,3,82,63
2023,1974,PRIVATE,225,3,96,49
2023,1950,PRIVATE,14,3,81,73
2023,1960,PRIVATE,22,3,82,63
2023,1939,PRIVATE,10,3,67,84
2023,1982,SOCIAL HOUSING,150,3,96,41
2023,2019,PRIVATE,235,3,96,4
2023,1952,PRIVATE,109,3,82,71
2023,1930,PRIVATE,24,1,84,93
2023,1972,PRIVATE,265,3,92,51
2023,1971,TCHC,198,1,86,52
2023,1961,PRIVATE,107,3,95,62
2023,1961,PRIVATE,107,3,96,62
2023,1972,TCHC,99,3,91,51
2023,1972,PRIVATE,165,3,92,51
2023,1983,TCHC,185,3,96,40
2023,1913,PRIVATE,12,3,72,110
2023,1965,PRIVATE,221,3,85,58
2023,1960,PRIVATE,11,3,94,63
2023,1978,PRIVATE,390,3,90,45
2023,1985,TCHC,145,3,90,38
2023,1980,TCHC,152,3,86,43
2023,1993,TCHC,124,3,97,30
2023,1950,PRIVATE,10,3,92,73
2023,1950,PRIVATE,10,3,93,73
2023,1960,PRIVATE,12,2,66,63
2023,1960,PRIVATE,12,3,83,63
2023,1959,PRIVATE,34,3,92,64
2023,1969,PRIVATE,11,3,86,54
2023,1956,PRIVATE,11,3,84,67
2023,1957,PRIVATE,12,3,79,66
2023,1960,PRIVATE,10,3,79,63
2023,1974,TCHC,48,3,74,49
2023,1964,PRIVATE,12,3,64,59
2023,1957,PRIVATE,27,3,90,66
2023,1956,PRIVATE,51,3,95,67
2023,1947,PRIVATE,25,3,95,76
2023,1958,PRIVATE,26,3,73,65
2023,2019,PRIVATE,501,3,98,4
2023,2021,PRIVATE,346,3,100,2
2023,1974,PRIVATE,169,3,80,49
2023,1935,PRIVATE,18,3,83,88
2023,1964,PRIVATE,65,3,91,59
2023,1961,PRIVATE,71,3,95,62
2023,1910,PRIVATE,10,1,82,113
2023,1968,PRIVATE,68,3,91,55
2023,1968,PRIVATE,86,2,81,55
2023,1940,SOCIAL HOUSING,12,3,88,83
2023,1950,PRIVATE,12,3,95,73
2023,1951,PRIVATE,12,3,83,72
2023,1951,PRIVATE,12,3,96,72
2023,1954,PRIVATE,18,3,83,69
2023,1980,PRIVATE,12,3,84,43
2023,1959,PRIVATE,12,3,86,64
2023,1951,PRIVATE,11,3,70,72
2023,1951,PRIVATE,12,3,67,72
2023,1951,PRIVATE,13,2,79,72
2023,1951,PRIVATE,12,3,82,72
2023,1951,PRIVATE,12,3,84,72
2023,1953,PRIVATE,11,3,89,70
2023,1953,PRIVATE,11,3,86,70
2023,2012,SOCIAL HOUSING,87,3,80,11
2023,1972,TCHC,469,3,87,51
2023,1945,PRIVATE,11,3,92,78
2023,1945,PRIVATE,11,3,91,78
2023,1965,PRIVATE,216,3,89,58
2023,1965,PRIVATE,221,3,83,58
2023,1986,PRIVATE,171,3,91,37
2023,1959,PRIVATE,29,3,90,64
2023,1958,PRIVATE,48,3,85,65
2023,1966,PRIVATE,148,3,98,57
2023,1955,PRIVATE,26,3,85,68
2023,2005,SOCIAL HOUSING,52,3,93,18
2023,2021,PRIVATE,246,3,99,2
2023,2021,PRIVATE,333,3,98,2
2023,1918,PRIVATE,13,3,74,105
2023,1955,PRIVATE,39,3,78,68
2023,1930,PRIVATE,21,3,89,93
2023,1955,PRIVATE,80,3,93,68
2023,1955,PRIVATE,47,3,96,68
2023,1955,PRIVATE,50,3,94,68
2023,1992,SOCIAL HOUSING,13,3,46,31
2023,1960,PRIVATE,17,3,88,63
2023,1961,PRIVATE,48,3,86,62
2023,1982,SOCIAL HOUSING,174,3,92,41
2023,1979,TCHC,189,2,90,44
2023,1965,PRIVATE,230,3,92,58
2023,1904,PRIVATE,32,3,85,119
2023,1907,PRIVATE,11,3,65,116
2023,1911,PRIVATE,21,3,95,112
2023,1950,PRIVATE,12,3,92,73
2023,1974,PRIVATE,204,3,93,49
2023,1976,PRIVATE,223,3,95,47
2023,1988,SOCIAL HOUSING,77,3,99,35
2023,1990,PRIVATE,15,3,54,33
2023,1974,TCHC,283,3,96,49
2023,1947,PRIVATE,29,3,77,76
2023,1957,PRIVATE,39,3,80,66
2023,1953,PRIVATE,32,3,94,70
2023,1955,PRIVATE,48,3,99,68
2023,1971,PRIVATE,108,3,87,52
2023,1976,PRIVATE,92,3,98,47
2023,1959,PRIVATE,61,2,93,64
2023,1990,SOCIAL HOUSING,75,2,96,33
2023,2015,PRIVATE,95,3,97,8
2023,1967,PRIVATE,216,3,91,56
2023,2006,PRIVATE,232,3,90,17
2023,2013,PRIVATE,105,3,99,10
2023,1962,PRIVATE,81,3,81,61
2023,1962,PRIVATE,65,3,85,61
2023,1994,SOCIAL HOUSING,68,3,92,29
2023,1888,PRIVATE,17,3,90,135
2023,1969,PRIVATE,568,3,98,54
2023,1966,TCHC,92,1,83,57
2023,2012,PRIVATE,240,3,97,11
2023,1972,SOCIAL HOUSING,96,2,81,51
2023,1968,TCHC,352,2,79,55
2023,1951,PRIVATE,12,3,77,72
2023,1930,PRIVATE,15,3,88,93
2023,1920,PRIVATE,11,3,89,103
2023,1885,PRIVATE,19,3,89,138
2023,1973,PRIVATE,102,2,88,50
2023,1964,TCHC,54,3,83,59
2023,1930,PRIVATE,26,3,77,93
2023,1958,PRIVATE,26,3,84,65
2023,1972,PRIVATE,329,3,98,51
2023,1972,PRIVATE,267,3,98,51
2023,1958,PRIVATE,54,3,96,65
2023,1966,PRIVATE,93,3,98,57
2023,1963,PRIVATE,100,3,100,60
2023,1961,PRIVATE,67,3,84,62
2023,1959,PRIVATE,36,3,94,64
2023,1964,PRIVATE,204,1,69,59
2023,1964,PRIVATE,71,3,98,59
2023,1971,TCHC,203,3,77,52
2023,1971,TCHC,201,3,77,52
2023,1960,PRIVATE,33,3,87,63
2023,1960,PRIVATE,33,3,86,63
2023,1967,TCHC,198,3,87,56
2023,1965,PRIVATE,131,3,91,58
2023,1965,PRIVATE,63,3,100,58
2023,1970,PRIVATE,78,3,83,53
2023,1960,PRIVATE,40,3,74,63
2023,1966,PRIVATE,174,3,83,57
2023,1961,PRIVATE,33,3,74,62
2023,1958,PRIVATE,35,3,84,65
2023,1964,TCHC,223,2,87,59
2023,1963,PRIVATE,79,2,87,60
2023,1968,PRIVATE,126,3,95,55
2023,1968,PRIVATE,108,3,94,55
2023,1971,PRIVATE,105,3,94,52
2023,1971,PRIVATE,128,3,94,52
2023,1957,PRIVATE,10,3,80,66
2023,1956,PRIVATE,10,3,98,67
2023,1950,PRIVATE,11,3,87,73
2023,1950,PRIVATE,29,3,75,73
2023,1956,PRIVATE,11,1,81,67
2023,1956,PRIVATE,12,3,85,67
2023,1958,PRIVATE,15,3,78,65
2023,1954,PRIVATE,22,3,85,69
2023,1995,SOCIAL HOUSING,24,3,90,28
2023,1960,PRIVATE,10,3,85,63
2023,1951,PRIVATE,12,3,75,72
2023,1967,PRIVATE,246,3,82,56
2023,1967,PRIVATE,245,2,73,56
2023,1973,TCHC,391,3,89,50
2023,1970,PRIVATE,112,3,88,53
2023,1959,PRIVATE,97,3,93,64
2023,1960,PRIVATE,65,3,92,63
2023,1984,TCHC,176,2,75,39
2023,1961,PRIVATE,55,1,89,62
2023,1960,PRIVATE,93,3,83,63
2023,1972,PRIVATE,263,2,75,51
2023,1977,PRIVATE,46,3,92,46
2023,1968,PRIVATE,121,2,82,55
2023,1974,PRIVATE,228,3,97,49
2023,1920,PRIVATE,18,3,75,103
2023,1958,PRIVATE,65,3,97,65
2023,1958,PRIVATE,24,3,78,65
2023,1965,PRIVATE,13,1,85,58
2023,1956,PRIVATE,56,3,95,67
2023,1950,PRIVATE,60,3,91,73
2023,1955,PRIVATE,46,3,89,68
2023,1960,PRIVATE,26,3,90,63
2023,1952,PRIVATE,40,2,88,71
2023,1952,PRIVATE,33,2,87,71
2023,1950,PRIVATE,32,2,85,73
2023,1960,PRIVATE,10,3,75,63
2023,1958,PRIVATE,10,3,74,65
2023,1953,PRIVATE,11,3,79,70
2023,1960,PRIVATE,12,3,75,63
2023,1960,PRIVATE,44,3,92,63
2023,1970,PRIVATE,229,3,91,53
2023,1970,PRIVATE,61,3,92,53
2023,1968,PRIVATE,80,3,81,55
2023,1960,PRIVATE,86,3,84,63
2023,1960,PRIVATE,81,3,87,63
2023,1960,PRIVATE,84,3,87,63
2023,1960,PRIVATE,36,3,91,63
2023,1960,PRIVATE,82,3,91,63
2023,1958,PRIVATE,35,3,92,65
2023,1958,PRIVATE,42,3,80,65
2023,1971,PRIVATE,40,2,94,52
2023,1955,PRIVATE,42,3,93,68
2023,1958,PRIVATE,55,1,74,65
2023,1958,PRIVATE,55,3,84,65
2023,1958,PRIVATE,21,3,80,65
2023,1960,PRIVATE,42,3,91,63
2023,1950,PRIVATE,10,3,80,73
2023,1950,PRIVATE,10,3,84,73
2023,1954,PRIVATE,31,3,77,69
2023,1954,PRIVATE,31,3,79,69
2023,1922,PRIVATE,16,2,64,101
2023,1962,PRIVATE,92,3,92,61
2023,1950,PRIVATE,11,3,88,73
2023,1965,PRIVATE,11,3,91,58
2023,1950,PRIVATE,11,3,92,73
2023,1956,PRIVATE,22,3,91,67
2023,1965,PRIVATE,11,3,90,58
2023,1965,PRIVATE,11,3,93,58
2023,1965,PRIVATE,11,3,94,58
2023,1960,PRIVATE,11,3,86,63
2023,1950,PRIVATE,11,3,85,73
2023,1971,PRIVATE,35,3,89,52
2023,1955,PRIVATE,130,3,92,68
2023,1960,PRIVATE,124,3,94,63
2023,1958,PRIVATE,55,3,80,65
2023,1949,PRIVATE,15,3,87,74
2023,1979,PRIVATE,284,3,95,44
2023,1960,PRIVATE,11,3,87,63
2023,1966,PRIVATE,36,3,80,57
2023,1956,PRIVATE,50,3,91,67
2023,1977,PRIVATE,38,3,88,46
2023,1987,SOCIAL HOUSING,97,2,81,36
